invID,resID
15319,544430
15319,540505
15319,540178
15319,539888
15319,539974
15319,542087
15319,541574
15319,555410
15319,548597
15319,539174
15319,539309
15319,546877
15319,538998
15319,538944
15319,539638
15319,541910
15319,538587
15319,541850
15319,540646
15319,543594
15319,540267
15319,543433
15319,542860
15319,542371
15319,542558
15319,542883
15319,543901
15319,542223
15319,539980
15319,543003
15319,542216
15319,540660
15319,542000
15319,540153
15319,541681
15319,542271
15319,543340
15319,544326
15319,542256
15319,539979
15319,541408
15319,542251
15319,543239
15319,538665
15319,540159
15319,544005
15319,541952
15319,540404
15319,542936
15319,543652
15319,542322
15341,556090
15341,546881
15341,539016
15341,541902
15341,539822
15355,538415
15355,538322
15355,542465
15355,537964
15355,540676
15355,542212
15355,544420
15355,542568
15355,541156
15355,557094
15355,538294
15355,544682
15355,538217
15355,541685
15355,539494
15355,542791
15355,540905
15355,544204
15355,544610
15355,541361
15355,539615
15355,539634
15355,538611
15355,543546
15355,539814
15355,541169
15355,539109
15355,540357
15355,543466
15355,540751
15355,543640
15355,540351
15355,543121
15355,540064
15355,544057
15355,540578
15355,543900
15355,543524
15355,542534
15355,538856
15355,541628
15355,542016
15355,542731
15356,559920
15356,538521
15356,550203
15356,552702
15356,539462
15356,548952
15356,540993
15356,538261
15356,539457
15356,539289
15356,539322
15356,539696
15356,541697
15356,540786
15356,541811
15356,539840
15356,540559
15356,542889
15356,538596
15356,543493
15356,543157
15356,539889
15356,543895
15356,542039
15356,538565
15356,539134
15356,542935
15356,538497
15356,544127
15356,541245
15356,541701
15356,544191
15356,543166
15356,539966
15356,539918
15356,541112
15356,539612
15356,554220
15356,554873
15356,544669
15356,538386
15356,539040
15356,544557
15356,542545
15356,539024
15356,539147
15356,543628
15356,544403
15356,543361
15356,544314
15356,543923
15356,539859
15356,538849
15356,540654
15356,541030
15360,538593
15360,538656
15360,537810
15360,539170
15360,539405
15360,539046
15360,542691
15360,538930
15360,538808
15360,543940
15360,541549
15360,543136
15363,558287
15363,554652
15363,544632
15363,539351
15363,538617
15363,540060
15363,541159
15363,543800
15363,544647
15363,538082
15363,541194
15363,538185
15363,538038
15363,544477
15363,537935
15363,544543
15363,541748
15363,539668
15363,541441
15363,538748
15363,541532
15363,538775
15367,539608
15367,539568
15367,539269
15367,538586
15367,538750
15371,554845
15371,540923
15371,538965
15371,538582
15371,538502
15371,538796
15371,540897
15371,544328
15371,540051
15371,544395
15373,539581
15373,539193
15373,550202
15373,539694
15373,541435
15373,541182
15374,538066
15374,556236
15374,556876
15374,537965
15374,539333
15374,537981
15374,544491
15374,543091
15374,540730
15374,544448
15374,543209
15374,543811
15374,539132
15374,540738
15374,539799
15374,542901
15374,542412
15374,541646
15374,542058
15374,540961
15374,540337
15374,541211
15374,537832
15374,539594
15374,553958
15374,558369
15374,547209
15374,550202
15374,551941
15374,539392
15374,544597
15374,544599
15374,544598
15374,537974
15374,542623
15374,537976
15374,538972
15374,542192
15374,539039
15374,540845
15374,539102
15374,542141
15374,539734
15374,539863
15374,542127
15374,543927
15374,543417
15374,538600
15374,539665
15374,538580
15374,542461
15374,541524
15374,542310
15374,543651
15374,538659
15374,541027
15374,541557
15374,540084
15374,543879
15374,539104
15374,540643
15374,543133
15374,540322
15374,543943
15374,543566
15374,540403
15374,541411
15376,539594
15376,539193
15376,557035
15376,539423
15376,546882
15376,539026
15376,538543
15376,542158
15376,538844
15376,541891
15380,559422
15380,552246
15380,552173
15380,560580
15380,560638
15380,543144
15380,544158
15380,547077
15380,543692
15380,547332
15380,553149
15380,540266
15380,538229
15380,539406
15380,538361
15380,543614
15380,538362
15380,538333
15380,539756
15380,539652
15380,538045
15380,538177
15380,541604
15380,541769
15380,539630
15380,541445
15380,543220
15380,541050
15380,543021
15380,541590
15380,541531
15380,542704
15380,544108
15380,541362
15380,541093
15380,540109
15380,541364
15380,541150
15380,543549
15380,543188
15380,539107
15380,542093
15380,542115
15380,540575
15380,543966
15380,543947
15380,540428
15380,541251
15380,556127
15380,537551
15380,549239
15380,544613
15380,538174
15380,544653
